"","players","player.cash","player.comfort","bankrupt.players","turn","total.value.fifteen","owned.blue","times.in.jail","properties.sold","color.sets","props.at.five","stale.mate"
"454",4,-634,0.67,3,18,172,1,0,5,1,0,0
"455",5,2493,0.31,0,81,3096,1,0,4,5,3,0
"456",6,-1959,0.48,5,84,0,0,4,24,2,0,0
"457",1,29625,0.84,0,501,0,1,11,6,3,0,1
"458",2,22350,0.23,5,499,0,0,13,2,1,0,1
"459",3,2497,0.77,3,475,2022,1,16,3,2,4,1
"460",4,-71,0.03,1,55,1430,0,2,0,0,0,1
"461",5,-245,0,2,73,0,0,0,0,0,0,1
"462",6,14404,0.39,4,472,1654,0,14,3,2,0,1
"463",1,4887,0.26,0,93,1679,0,2,6,2,2,0
"464",2,-129,0.59,1,7,0,0,0,6,1,4,0
"465",3,-23,0.66,4,50,3416,1,1,22,3,2,0
"466",4,-257,0.08,3,46,2041,0,0,0,0,0,0
"467",5,-289,0.2,2,37,1719,0,2,10,2,0,0
"468",6,-912,0.09,5,101,1391,1,3,21,3,3,0
"469",1,8035,0.44,5,491,1793,0,18,7,1,2,1
"470",2,-168,0.72,1,25,0,0,0,9,1,0,1
"471",3,-416,0.25,3,66,1352,0,7,13,2,6,1
"472",4,-118,0.2,2,50,0,0,2,7,3,2,1
"473",5,28675,0.53,0,501,3202,1,14,6,7,2,1
"474",6,-532,0.96,4,95,1982,1,5,13,2,1,1
"475",1,-1174,0.76,4,43,1532,0,2,12,0,3,0
"476",2,10,0.69,1,18,59,1,0,9,1,0,0
"477",3,-219,0.7,3,28,2206,0,0,11,1,0,0
"478",4,15,0.48,2,19,761,0,0,3,1,3,0
"479",5,-436,0.33,5,54,0,1,1,18,3,1,0
"480",6,2227,0.21,0,46,0,0,2,7,2,3,0
"481",1,-397,0.8,2,21,858,0,1,4,0,1,0
"482",2,-962,0.53,5,39,2746,0,2,23,1,3,0
"483",3,-1265,0.6,3,29,1370,1,0,6,0,2,0
"484",4,2974,0.61,0,42,1724,1,0,8,2,1,0
"485",5,-38,0.62,4,35,3086,0,0,8,1,0,0
"486",6,-417,0.14,1,14,-397,0,0,4,1,0,0
"487",1,-207,0.98,3,18,1962,0,0,8,1,0,0
"488",2,-1884,0.66,5,46,2124,1,1,26,1,2,0
"489",3,-241,0.91,4,19,3732,1,1,7,2,4,0
"490",4,3357,0.83,0,44,2254,1,2,8,1,3,0
"491",5,-78,0.94,1,7,0,0,0,4,0,2,0
"492",6,-436,0.12,2,12,0,0,0,4,0,0,0
"493",1,1393,0.79,0,37,0,0,2,3,3,2,0
"494",2,-146,0.13,1,9,0,0,0,2,0,2,0
"495",3,-365,0.84,2,9,0,0,1,3,0,1,0
"496",4,-115,0,3,12,0,0,0,0,0,0,0
"497",5,-219,0.99,4,26,2582,1,2,10,1,3,0
"498",6,-183,0.83,5,35,2076,0,0,11,1,2,0
"499",1,27972,0.52,0,501,1230,0,11,7,3,1,1
"500",2,-222,0.02,3,66,1881,0,1,0,0,0,1
"501",3,-348,0.81,2,50,3710,1,1,16,2,4,1
"502",4,6702,0.51,5,501,1532,1,15,11,5,2,1
"503",5,-210,0.12,4,117,2267,0,4,8,2,1,1
"504",6,-173,0.32,1,20,267,0,2,7,2,0,1
"505",1,-370,0.69,2,22,1005,0,0,7,1,1,0
"506",2,2839,0.3,0,63,0,0,3,7,3,0,0
"507",3,-643,0.86,3,27,408,0,2,7,0,3,0
"508",4,-1070,0.92,1,14,-1110,0,1,4,1,3,0
"509",5,-396,0.53,4,50,2459,1,1,10,1,1,0
"510",6,-503,0.05,5,56,1917,0,0,1,0,1,0
"511",1,38657,0.55,0,501,0,0,15,17,6,4,1
"512",2,5776,0.64,5,500,1845,1,19,7,4,0,1
"513",3,-34,0.79,2,117,1534,0,6,9,2,2,1
"514",4,-28,0.9,3,172,1424,0,6,12,2,0,1
"515",5,-75,0.86,1,6,0,0,0,6,0,4,1
"516",6,-131,0.36,4,250,2260,1,12,14,3,2,1
"517",1,-446,0.85,3,67,2524,0,1,17,2,1,0
"518",2,4657,0.13,0,96,1533,1,2,3,4,1,0
"519",3,-187,0.06,2,39,1706,0,0,0,0,0,0
"520",4,-132,0.88,4,84,0,1,3,20,1,3,0
"521",5,-202,0.34,5,85,1197,1,3,20,3,1,0
"522",6,-192,0.05,1,30,0,0,1,2,1,0,0
"523",1,-173,0,2,47,1269,0,8,0,0,0,1
"524",2,27919,0.41,0,483,1724,1,30,5,5,2,1
"525",3,-227,0.92,1,35,907,1,4,10,1,4,1
"526",4,12039,0.32,5,501,3074,1,31,12,3,1,1
"527",5,-155,0.89,4,219,0,0,20,18,5,4,1
"528",6,-233,0.48,3,76,1495,1,1,6,1,0,1
"529",1,2785,0.1,0,59,1781,0,2,4,3,0,0
"530",2,-276,0.66,5,55,1621,0,3,12,2,0,0
"531",3,-210,0.29,4,52,3462,0,0,12,1,1,0
"532",4,-284,0.02,3,44,1547,0,2,0,0,0,0
"533",5,-704,0.7,1,35,904,1,1,13,1,3,0
"534",6,-507,0.23,2,33,0,0,3,11,2,5,0
"535",1,1455,0.32,0,90,2798,1,4,6,3,0,0
"536",2,-133,0.71,2,25,0,0,3,7,1,3,0
"537",3,-108,0.72,4,54,2214,0,0,14,2,3,0
"538",4,-36,0.02,5,83,1267,0,3,0,0,0,0
"539",5,-55,0.95,3,30,0,1,5,13,1,0,0
"540",6,-244,0.99,1,7,0,0,1,7,0,3,0
"541",1,-108,0.17,4,26,1489,0,2,7,1,0,0
"542",2,-583,0.46,1,18,1463,1,1,5,0,3,0
"543",3,-651,0.59,5,33,1891,0,6,8,1,4,0
"544",4,-473,0.01,2,22,1117,0,0,0,0,0,0
"545",5,2194,0.77,0,34,2626,1,5,4,1,0,0
"546",6,-491,0.96,3,18,1144,0,0,9,1,5,0
"547",1,0,0.93,2,12,0,0,1,5,1,0,0
"548",2,-166,0.22,5,102,2470,0,1,17,4,0,0
"549",3,7555,0.92,0,105,4612,1,4,9,5,4,0
"550",4,332,0.97,1,6,0,0,0,6,0,0,0
"551",5,11,0,4,48,1704,0,2,0,0,0,0
"552",6,111,0.52,3,44,1219,0,0,7,0,1,0
"553",1,-109,0.98,4,25,260,0,1,10,1,1,0
"554",2,2836,0.82,0,39,3238,1,3,9,2,4,0
"555",3,-638,0.89,2,23,0,1,0,9,0,0,0
"556",4,-843,0.78,3,27,0,0,0,9,1,0,0
"557",5,-1804,0.58,5,38,1668,0,2,15,1,1,0
"558",6,-131,0.9,1,8,0,1,0,8,0,0,0
"559",1,-85,0.8,5,112,3259,1,8,16,2,2,0
"560",2,3999,0.62,0,111,2525,1,5,7,4,3,0
"561",3,-279,0.72,3,18,837,1,0,8,2,3,0
"562",4,-620,0.2,4,34,1569,0,2,7,1,4,0
"563",5,-368,0.95,1,16,107,0,2,5,1,0,0
"564",6,-1283,0.47,2,20,0,0,1,5,1,0,0
"565",1,-1173,0.29,4,27,363,0,2,6,1,5,0
"566",2,-87,0.98,5,61,2574,0,1,21,1,1,0
"567",3,-290,0.79,2,14,-290,0,0,9,0,0,0
"568",4,975,0.19,0,59,3822,1,2,6,3,4,0
"569",5,-16,0.44,1,7,0,0,0,4,0,1,0
"570",6,-578,0.81,3,26,2330,1,3,8,1,0,0
"571",1,-838,0.01,3,52,1880,0,1,0,0,0,0
"572",2,-647,0.03,2,36,1616,0,2,0,0,0,0
"573",3,11507,0.78,0,141,0,1,1,12,6,2,0
"574",4,-1296,0.9,5,139,1866,0,20,26,3,5,0
"575",5,-601,0.21,4,99,0,1,4,9,3,0,0
"576",6,55,0.36,1,29,1653,0,1,8,1,0,0
"577",1,-1315,0.79,5,96,0,1,2,30,3,2,0
"578",2,-541,0.69,2,15,0,0,2,8,0,0,0
"579",3,4663,0.3,0,108,2876,1,5,11,3,1,0
"580",4,-858,0.7,3,25,0,0,1,8,2,3,0
"581",5,79,0.98,1,11,0,0,1,8,1,3,0
"582",6,75,0.11,4,47,762,0,0,4,1,2,0
"583",1,-495,0.07,1,16,1305,0,0,1,0,1,0
"584",2,-468,1,2,22,210,0,3,9,1,3,0
"585",3,-539,0.16,4,41,2068,0,2,6,1,1,0
"586",4,5665,0.77,0,107,2513,1,4,5,5,2,0
"587",5,-852,0,3,29,1200,0,1,0,0,0,0
"588",6,-350,0.15,5,104,1588,0,9,9,2,0,0
"589",1,-770,0.12,5,93,2699,0,4,19,1,2,0
"590",2,4163,0.37,0,95,2132,1,7,7,4,0,0
"591",3,-536,0.43,2,17,1141,1,2,8,1,0,0
"592",4,-503,0.28,4,34,1563,0,6,5,0,3,0
"593",5,-556,0.21,3,30,2408,0,6,5,1,0,0
"594",6,-1085,0.66,1,6,0,0,0,6,0,4,0
"595",1,-2140,0.31,6,24,0,0,1,11,1,0,0
"596",2,-326,0.34,3,17,860,0,0,5,0,0,0
"597",3,-367,0.77,4,22,376,0,2,8,0,0,0
"598",4,2474,0.45,0,22,5243,0,1,4,2,5,0
"599",5,-262,0.75,1,12,0,1,0,4,0,0,0
"600",6,-567,0.44,2,14,-567,0,0,5,1,2,0
"601",1,-450,0.02,5,78,2109,0,7,0,0,0,0
"602",2,3458,0.21,0,72,2979,1,1,9,3,2,0
"603",3,-1259,0.72,2,42,2584,1,3,17,4,4,0
"604",4,-151,0.27,3,70,792,0,15,9,1,0,0
"605",5,-63,1,1,24,8,1,1,7,0,0,0
"606",6,-512,0.9,4,68,1171,0,2,8,1,0,0
"607",1,1865,0.23,0,70,3325,0,3,10,3,3,0
"608",2,-255,0.99,4,60,1634,1,0,13,4,5,0
"609",3,46,0.66,1,8,0,0,0,5,0,4,0
"610",4,-381,0.25,3,25,205,1,2,3,1,0,0
"611",5,-359,0.01,5,62,0,0,4,0,0,0,0
"612",6,-521,0.74,3,26,1391,0,1,6,1,3,0
"613",1,-1074,0.79,1,14,-1064,1,0,9,0,1,0
"614",2,-229,0.06,3,28,1737,0,1,2,1,0,0
"615",3,-659,0.94,4,30,2331,0,1,11,1,0,0
"616",4,113,0.3,2,21,0,0,0,8,1,4,0
"617",5,-45,0.37,5,29,2383,0,0,10,2,3,0
"618",6,4110,0.28,0,30,3444,1,2,4,1,2,0
"619",1,904,0.65,0,42,2747,1,0,9,2,3,0
"620",2,-75,0.82,3,20,2043,0,2,5,1,2,0
"621",3,-167,0.97,4,40,1262,0,1,19,2,5,0
"622",4,-1069,0.19,5,41,1882,0,1,7,0,0,0
"623",5,-981,1,2,15,19,0,0,4,1,3,0
"624",6,-369,0.95,1,13,0,0,1,9,1,0,0
"625",1,46,0.23,4,78,2398,0,4,6,1,1,0
"626",2,7928,0.75,0,123,1987,1,4,7,6,0,0
"627",3,-1,0.49,5,130,2970,1,3,18,4,3,0
"628",4,162,0.04,2,32,636,0,0,0,0,0,0
"629",5,145,0.87,1,26,143,1,5,8,2,0,0
"630",6,62,0.32,3,37,432,0,1,5,0,2,0
"631",1,-848,0.02,2,37,1587,0,2,0,0,0,0
"632",2,-825,0.8,1,13,0,0,0,7,0,1,0
"633",3,-648,0.03,3,39,0,0,0,0,0,0,0
"634",4,15655,0.26,0,236,0,0,9,3,5,2,0
"635",5,-769,0.57,5,228,2490,1,17,14,3,3,0
"636",6,-621,0.96,4,42,0,0,4,11,1,2,0
"637",1,-622,0.75,1,19,92,0,1,13,0,2,1
"638",2,35262,0.51,0,478,2894,1,19,11,5,0,1
"639",3,-392,0.58,4,159,3344,1,4,22,4,2,1
"640",4,683,0.38,5,501,1934,0,12,10,3,0,1
"641",5,-371,0.39,3,120,750,0,6,15,4,6,1
"642",6,-518,0.09,2,52,2261,0,2,5,2,0,1
"643",1,-480,1,4,21,2277,1,0,12,1,1,0
"644",2,5405,0.32,0,27,0,0,0,7,1,0,0
"645",3,-186,0.73,3,13,0,1,0,7,0,3,0
"646",4,-777,0.2,1,8,0,1,0,8,2,4,0
"647",5,-5,0.35,2,10,0,0,0,3,0,0,0
"648",6,-427,0.29,5,29,2423,0,2,10,1,3,0
"649",1,-649,0.82,4,359,3687,1,15,27,3,0,1
"650",2,19190,0.53,0,501,0,0,12,7,5,1,1
"651",3,-1967,0.14,3,26,1053,0,1,4,1,0,1
"652",4,-1832,0.92,2,12,0,0,0,8,1,2,1
"653",5,-1759,0.97,1,13,0,0,0,7,0,0,1
"654",6,13083,0.84,5,497,1871,1,17,9,3,2,1
"655",1,-260,0.24,3,33,2100,0,1,12,1,3,0
"656",2,-80,0.76,5,51,1735,1,3,16,0,1,0
"657",3,3568,0.41,0,52,3354,1,1,4,3,4,0
"658",4,-70,0.07,4,31,1024,0,0,1,0,0,0
"659",5,-404,0.12,2,27,1598,0,0,4,1,0,0
"660",6,-38,0.14,1,8,0,0,0,4,1,0,0
"661",1,-300,0.01,5,63,1959,0,0,0,0,0,0
"662",2,-691,0.77,3,46,0,1,0,16,1,1,0
"663",3,-1156,0.83,1,5,0,0,0,7,1,7,0
"664",4,-229,0.87,2,30,663,0,2,11,0,4,0
"665",5,3586,0.55,0,70,1789,1,2,3,2,2,0
"666",6,-136,0.57,4,57,2763,1,3,15,2,1,0
"667",1,-287,0.37,2,22,1273,0,1,10,0,4,0
"668",2,-234,0.88,3,26,2669,0,1,12,1,3,0
"669",3,-892,0.18,4,28,1905,1,2,8,2,0,0
"670",4,-326,0.86,1,9,0,0,0,8,1,4,0
"671",5,5578,0.98,0,93,0,1,4,5,3,4,0
"672",6,-412,0.03,5,108,1409,0,2,0,0,0,0
"673",1,-31,0.08,3,168,1832,0,9,2,0,0,1
"674",2,-169,0.37,2,153,1182,0,8,8,2,0,1
"675",3,25471,0.22,0,502,1363,0,15,6,2,2,1
"676",4,17599,0.87,5,457,4047,1,14,7,6,0,1
"677",5,-60,0.2,4,164,1263,0,4,9,2,3,1
"678",6,-209,0.4,1,62,0,1,3,12,1,3,1
"679",1,-851,0.45,5,53,1839,0,2,12,2,0,0
"680",2,1556,0.74,0,52,3502,1,3,1,2,3,0
"681",3,-1631,0.34,4,49,0,0,2,8,0,5,0
"682",4,66,0.31,1,21,1086,0,2,5,0,0,0
"683",5,-195,0.14,3,27,1201,0,0,2,0,1,0
"684",6,-330,0.72,2,18,415,0,2,14,1,0,0
"685",1,-578,0.84,2,26,286,0,2,10,2,0,0
"686",2,-22,0.23,3,26,1234,0,1,6,1,0,0
"687",3,-1835,0.51,5,40,882,0,1,10,0,0,0
"688",4,-1405,0.95,1,22,947,1,1,11,2,2,0
"689",5,85,0.85,0,37,4203,1,1,5,3,3,0
"690",6,-853,0.88,4,29,674,0,1,14,1,2,0
"691",1,-177,0.13,4,129,3156,0,7,14,2,0,0
"692",2,17660,0.81,0,162,1926,1,6,5,5,0,0
"693",3,-662,0.96,1,6,0,1,0,8,0,6,0
"694",4,-35,0.3,5,162,2490,0,5,13,2,0,0
"695",5,-549,0.44,2,22,591,1,0,9,2,2,0
"696",6,-250,0.84,3,129,1624,1,2,17,2,3,0
"697",1,-232,0.25,3,51,2232,1,1,9,1,1,0
"698",2,-22,0.31,5,69,2069,1,3,17,3,2,0
"699",3,3796,0.8,0,76,1100,1,1,2,2,0,0
"700",4,-102,0.5,1,11,0,0,1,8,2,0,0
"701",5,-62,0.32,2,23,1984,0,0,12,0,1,0
"702",6,-253,0,4,55,2039,0,1,0,0,0,0
"703",1,-1142,0.72,4,31,4021,0,1,15,1,2,0
"704",2,-1329,0.02,5,61,1804,0,3,0,0,0,0
"705",3,-144,0.9,1,5,0,0,0,7,1,7,0
"706",4,-35,0.67,2,8,0,0,1,6,0,0,0
"707",5,3821,0.93,0,57,2244,1,1,9,2,1,0
"708",6,-163,0.16,3,20,0,0,0,6,1,0,0
"709",1,17,0.11,3,59,0,0,1,7,0,1,0
"710",2,-8,0.13,4,100,2502,0,3,11,2,1,0
"711",3,15002,0.42,0,102,0,1,0,8,4,2,0
"712",4,-86,0.1,5,98,1790,0,2,5,1,0,0
"713",5,97,0.45,2,49,1671,0,4,12,3,3,0
"714",6,-17,0.26,1,28,1465,0,0,2,0,2,0
"715",1,-813,0.55,4,50,2166,1,1,18,3,1,0
"716",2,-55,0.99,5,184,2038,1,12,26,2,2,0
"717",3,-38,0.84,3,22,1223,0,1,9,1,0,0
"718",4,110,0.58,2,17,220,0,0,3,1,3,0
"719",5,6509,0.41,0,182,3989,1,9,8,8,2,0
"720",6,84,0.4,1,9,0,0,0,6,1,4,0
"721",1,-28,0.65,5,60,2185,1,5,16,2,2,0
"722",2,1209,0.13,0,60,2633,0,4,10,2,0,0
"723",3,-850,0.17,2,7,0,0,0,3,1,3,0
"724",4,-265,0.69,4,53,0,1,1,25,1,0,0
"725",5,-495,0.24,4,60,0,1,3,10,1,1,0
"726",6,-1640,0.68,2,8,0,0,0,6,1,2,0
"727",1,-939,0.55,5,54,1517,1,3,13,1,3,0
"728",2,-25,0.45,2,26,0,0,1,12,1,3,0
"729",3,-43,0.03,4,32,1222,0,1,0,0,0,0
"730",4,-349,0.75,3,28,1116,0,2,11,1,6,0
"731",5,-20,0.32,1,15,30,0,0,3,0,0,0
"732",6,1107,0.4,0,55,0,0,2,6,4,0,0
"733",1,-446,0.65,2,14,-246,0,0,6,0,0,0
"734",2,24035,0.24,0,290,2951,1,9,9,6,1,0
"735",3,-185,0.88,4,195,3418,1,10,21,2,3,0
"736",4,-772,0.25,3,55,1415,0,2,12,3,0,0
"737",5,-420,0.07,5,295,1481,0,8,10,2,2,0
"738",6,-559,0.61,1,12,0,0,1,4,0,0,0
"739",1,1490,0.13,4,499,2010,0,6,3,1,3,1
"740",2,-1654,0.05,3,160,2002,0,2,0,0,0,1
"741",3,33876,0.35,0,500,3498,0,14,8,2,0,1
"742",4,-1850,0.58,1,11,0,0,0,5,0,0,1
"743",5,-1723,0.18,2,129,1680,0,7,5,1,1,1
"744",6,24534,0.48,5,501,0,1,12,6,5,0,1
"745",1,2290,0.98,0,54,0,1,1,9,2,3,0
"746",2,-139,0.72,2,26,1880,0,2,6,2,3,0
"747",3,-606,0.2,4,33,846,0,1,3,1,2,0
"748",4,-648,0.51,3,25,2086,0,1,6,0,3,0
"749",5,-882,0.13,1,20,1302,0,0,4,1,1,0
"750",6,-28,0.04,5,48,1382,0,4,0,0,0,0
"751",1,2844,0.95,0,42,1429,0,4,6,3,2,0
"752",2,-364,0.19,4,40,3456,1,0,19,3,3,0
"753",3,-1403,0.66,5,53,3631,1,0,22,1,3,0
"754",4,-737,0.07,3,35,1512,0,1,0,0,0,0
"755",5,-975,0.43,1,11,0,0,0,9,2,3,0
"756",6,-115,0.57,2,20,0,0,0,7,0,1,0
"757",1,-1,0.72,3,21,69,0,0,7,1,4,0
"758",2,-708,0.35,5,53,2898,0,1,13,2,0,0
"759",3,3297,0.66,0,54,3083,1,0,4,2,0,0
"760",4,-92,0.14,4,25,0,0,0,5,1,1,0
"761",5,-137,0.85,1,6,0,1,0,5,1,4,0
"762",6,-960,0.94,2,9,0,0,0,6,0,2,0
"763",1,-987,0.83,5,185,1760,0,11,22,3,1,0
"764",2,127,0.78,0,173,2540,1,15,18,2,2,0
"765",3,-1204,0.74,1,13,0,0,0,12,0,0,0
"766",4,-197,0.09,3,36,1132,0,0,0,0,0,0
"767",5,-609,0.84,2,33,0,0,0,8,1,2,0
"768",6,-63,0.95,4,33,2056,1,1,10,1,0,0
"769",1,10978,0.67,4,482,0,1,17,9,2,1,1
"770",2,19086,0.28,5,504,736,1,17,2,1,2,1
"771",3,-2125,0.89,1,29,803,1,2,6,1,1,1
"772",4,-2134,0.04,2,46,1369,0,0,0,0,0,1
"773",5,-1920,0.13,3,104,2090,0,4,10,2,2,1
"774",6,17752,0.77,0,474,0,0,17,5,5,4,1
"775",1,-1302,0.31,4,187,1621,1,11,7,1,3,1
"776",2,37022,0.9,0,501,1272,1,19,5,6,3,1
"777",3,-2113,0.93,1,22,0,1,0,14,1,5,1
"778",4,-1444,0.11,2,132,1278,0,9,0,0,0,1
"779",5,3520,0.43,5,489,1817,0,12,11,3,3,1
"780",6,-1450,0.16,3,154,0,0,6,6,2,0,1
"781",1,-501,0.19,2,38,1430,0,0,10,1,2,0
"782",2,-312,0.36,1,20,577,0,1,6,2,0,0
"783",3,-180,0.52,3,32,2575,0,1,8,2,2,0
"784",4,-208,0,4,37,1567,0,0,0,0,0,0
"785",5,7743,0.33,0,42,2247,0,0,7,1,3,0
"786",6,-1845,0.74,5,40,2359,1,1,18,0,0,0
"787",1,8288,0.99,5,488,0,1,14,10,2,1,1
"788",2,-985,0.79,1,13,0,1,0,7,1,1,1
"789",3,-162,0.23,2,28,959,0,1,3,1,0,1
"790",4,-9,0.56,3,54,1574,1,1,9,1,3,1
"791",5,30908,0.61,0,501,0,1,16,8,7,2,1
"792",6,-52,0.27,4,228,1191,1,6,9,2,4,1
"793",1,-272,0.17,4,51,1853,0,2,9,1,3,0
"794",2,-330,0,5,66,1611,0,2,0,0,0,0
"795",3,-367,0.04,2,29,0,0,0,0,0,0,0
"796",4,6971,0.14,0,60,0,1,0,2,3,3,0
"797",5,-515,0.82,1,11,0,0,0,8,0,2,0
"798",6,-382,0.11,3,52,2068,0,2,5,0,1,0
"799",1,-111,0.67,1,13,0,0,0,7,1,3,0
"800",2,5308,0.9,0,45,4625,1,5,4,4,3,0
"801",3,-26,0.59,5,39,2104,1,2,15,1,3,0
"802",4,-43,0.69,4,27,2024,0,1,7,1,0,0
"803",5,-7,0.45,2,19,1013,0,0,4,1,3,0
"804",6,-680,0.99,3,21,890,0,0,6,1,1,0
"805",1,2774,0.17,5,496,0,1,22,10,3,0,1
"806",2,28078,0.4,0,501,0,1,16,8,5,2,1
"807",3,361,1,4,130,0,1,9,21,2,2,1
"808",4,519,0.36,3,61,2015,0,0,12,2,1,1
"809",5,845,0.99,1,5,0,0,0,6,0,5,1
"810",6,277,0.7,2,7,0,1,0,7,0,6,1
"811",1,-928,0.12,2,18,428,0,1,6,1,2,0
"812",2,3879,0.4,0,59,1691,1,2,13,3,4,0
"813",3,-798,0.43,1,15,80,0,0,8,1,0,0
"814",4,-712,1,3,51,4120,1,3,18,1,1,0
"815",5,-713,0.1,5,69,1506,0,1,4,1,0,0
"816",6,-118,0.21,4,51,535,0,1,16,1,2,0
"817",1,-531,0.32,4,36,0,0,3,4,0,0,0
"818",2,-303,0.57,3,30,0,0,0,4,1,4,0
"819",3,-7,0.55,1,16,318,0,0,9,0,4,0
"820",4,4396,0.96,0,53,3358,1,1,10,1,3,0
"821",5,-376,0.88,5,49,3917,0,0,17,2,2,0
"822",6,-415,0.36,2,25,0,0,1,10,0,0,0
"823",1,2852,0.98,0,41,5395,1,1,11,3,5,0
"824",2,-439,0.86,5,37,1012,1,3,12,0,1,0
"825",3,-42,0.47,2,13,0,0,0,4,0,0,0
"826",4,-732,0.54,1,7,0,0,0,7,0,2,0
"827",5,-184,0.36,3,22,572,0,2,4,1,0,0
"828",6,-315,0.05,4,32,1720,0,2,0,0,0,0
"829",1,-59,0.27,5,110,2190,0,6,20,4,2,0
"830",2,83,1,4,80,1815,1,2,14,0,0,0
"831",3,-153,0.84,1,16,390,0,1,5,1,3,0
"832",4,135,0.44,2,25,2174,0,1,7,1,0,0
"833",5,4675,0.78,0,110,3533,1,2,9,4,3,0
"834",6,-35,0.89,3,32,751,0,1,6,1,0,0
"835",1,-4,0.28,4,44,1207,0,2,8,2,3,0
"836",2,4229,0.31,0,56,1719,1,3,2,2,2,0
"837",3,-27,0.84,3,37,3965,1,1,16,1,2,0
"838",4,-724,0.52,5,53,2680,0,3,17,2,3,0
"839",5,-517,0.35,1,13,0,0,0,6,1,0,0
"840",6,-55,0.12,2,16,1080,0,1,3,1,0,0
"841",1,-431,0.38,3,22,1359,0,0,10,1,3,0
"842",2,4077,0.84,0,35,2296,1,2,8,1,1,0
"843",3,-296,0.4,2,17,0,0,0,6,0,4,0
"844",4,-474,0.72,4,19,934,0,1,4,1,0,0
"845",5,-374,0.78,1,15,-294,0,0,8,0,2,0
"846",6,-338,0.41,5,31,3818,0,0,16,1,1,0
"847",1,18061,0.7,0,493,2630,1,15,10,4,5,1
"848",2,-143,0.74,4,228,0,0,9,20,2,0,1
"849",3,17332,0.27,5,501,1615,1,11,6,4,4,1
"850",4,-85,0.2,2,21,1311,0,0,6,1,1,1
"851",5,-329,0.38,3,114,1262,0,5,12,3,1,1
"852",6,-460,0.95,1,15,-248,0,0,6,0,0,1
"853",1,6237,0.9,0,50,0,1,0,9,2,3,0
"854",2,-569,0.53,3,36,1325,1,1,17,1,0,0
"855",3,-645,0.09,5,43,1676,0,3,6,1,1,0
"856",4,-485,0.02,4,47,1528,0,2,0,0,0,0
"857",5,-178,0.44,1,16,1098,0,1,9,2,0,0
"858",6,-256,0.19,2,30,880,0,0,9,3,2,0
"859",1,-94,0.61,4,61,2237,1,0,30,3,0,0
"860",2,-1055,0.41,2,15,-559,0,0,10,1,4,0
"861",3,-367,0.09,5,91,0,0,1,9,1,0,0
"862",4,5387,0.73,0,87,4116,1,2,14,4,0,0
"863",5,-206,0.84,1,10,0,0,0,7,1,0,0
"864",6,-20,0.54,3,41,1056,0,4,12,1,0,0
"865",1,133,0.26,4,56,2760,0,1,12,2,3,0
"866",2,165,0.79,1,41,1596,1,1,16,3,0,0
"867",3,101,0,3,42,0,0,0,0,0,0,0
"868",4,13058,0.63,0,186,1749,1,7,4,5,0,0
"869",5,-357,0.21,2,31,0,0,7,4,1,1,0
"870",6,-45,0.87,5,199,0,1,5,25,5,2,0
"871",1,10733,0.64,4,489,3953,1,15,8,2,4,1
"872",2,21183,0.49,0,501,1737,0,17,5,4,0,1
"873",3,-29,0.1,2,44,1350,0,1,2,0,0,1
"874",4,21101,0.5,5,496,1484,0,19,6,2,2,1
"875",5,-96,0.84,3,60,2143,0,4,14,4,3,1
"876",6,-48,0.85,1,14,-48,0,1,6,0,4,1
"877",1,4115,0.95,0,65,4350,1,5,9,2,2,0
"878",2,-413,0.37,3,27,0,0,0,11,1,1,0
"879",3,-25,0.34,2,15,0,0,1,4,0,4,0
"880",4,-414,0.13,5,70,1917,0,1,12,1,1,0
"881",5,-782,0.81,4,36,0,0,4,15,2,1,0
"882",6,-85,0.63,1,9,0,1,1,5,2,2,0
"883",1,-758,0.12,2,29,0,0,0,6,2,2,0
"884",2,-587,0.72,5,28,1612,0,3,8,1,1,0
"885",3,-913,0.41,3,23,1626,1,3,5,0,0,0
"886",4,-182,0.67,4,22,1990,0,2,4,0,1,0
"887",5,-270,0.73,1,19,1013,0,0,9,2,6,0
"888",6,1931,0.65,0,32,1606,1,1,11,2,3,0
"889",1,1178,0.56,5,497,3045,1,16,12,2,0,1
"890",2,28803,0.93,0,501,3667,1,11,10,6,0,1
"891",3,-2935,0.68,2,21,1042,1,1,11,2,2,1
"892",4,-2539,0.86,3,19,654,0,0,11,3,5,1
"893",5,-2438,0.7,1,12,0,1,0,8,1,0,1
"894",6,-1299,0.01,4,83,1450,0,3,0,0,0,1
"895",1,-157,0.78,3,65,3012,1,3,15,2,0,0
"896",2,-388,0.38,2,15,62,0,0,4,0,3,0
"897",3,-2329,0.18,1,10,0,1,1,9,3,3,0
"898",4,-195,0.68,4,70,402,0,1,7,1,2,0
"899",5,21462,1,0,281,3046,1,15,7,8,0,0
"900",6,-20,0.23,5,265,2309,0,8,16,3,3,0
"901",1,-184,0.2,2,18,66,0,0,5,0,2,0
"902",2,-157,0.9,5,32,1817,0,5,5,1,3,0
"903",3,-368,0.92,4,27,2351,0,1,16,0,1,0
"904",4,-591,0.3,1,16,309,0,4,8,0,3,0
"905",5,2879,0.63,0,31,2926,1,1,7,2,1,0
"906",6,-455,0.45,3,26,2466,0,0,12,1,1,0
"907",1,-38,0,2,54,1618,0,6,0,0,0,0
"908",2,-100,0.1,3,62,0,0,0,4,1,1,0
