"","Var1","Freq","winning.prop","prop.order$money.made","prop.order$group"
"1133",11,116,FALSE,1280,3
"1230",12,29,FALSE,1516,0
"1329",13,28,FALSE,490,3
"1429",14,22,FALSE,420,3
"1529",15,46,TRUE,6025,9
"1629",16,35,FALSE,924,4
"1829",18,29,FALSE,784,4
"1929",19,32,FALSE,976,4
"2129",21,38,TRUE,1116,5
"2329",23,35,TRUE,1116,5
"2429",24,33,TRUE,1220,5
"2529",25,57,TRUE,8000,9
"2629",26,31,TRUE,1298,6
"2729",27,40,TRUE,1606,6
"2830",28,24,FALSE,1418,0
"2929",29,25,TRUE,1008,6
"3132",31,35,TRUE,1664,7
"3230",32,34,TRUE,1664,7
"3429",34,27,TRUE,1680,7
"3529",35,2,TRUE,5200,9
"3729",37,21,FALSE,2240,8
"3928",39,28,FALSE,2000,8
"1105",1,5,FALSE,532,1
"368",3,4,FALSE,510,1
"530",5,8,FALSE,300,9
"630",6,6,FALSE,2290,2
"830",8,6,FALSE,1740,2
"930",9,7,FALSE,1232,2
"1134",11,5,TRUE,3000,3
"1231",12,12,FALSE,118,0
"1330",13,7,TRUE,2420,3
"1430",14,9,TRUE,5400,3
"1530",15,5,FALSE,0,9
"1630",16,5,TRUE,0,4
"1830",18,11,TRUE,3400,4
"1930",19,4,TRUE,16,4
"2130",21,7,FALSE,54,5
"2330",23,6,FALSE,108,5
"2430",24,12,FALSE,140,5
"2530",25,8,TRUE,350,9
"2630",26,8,FALSE,154,6
"2730",27,5,TRUE,22,6
"2831",28,7,FALSE,152,0
"2930",29,5,TRUE,72,6
"3133",31,6,FALSE,52,7
"3231",32,8,FALSE,78,7
"3430",34,4,FALSE,84,7
"3530",35,3,FALSE,200,9
"3730",37,6,FALSE,0,8
"3929",39,8,FALSE,0,8
"1106",1,33,FALSE,120,1
"369",3,33,FALSE,232,1
"531",5,31,TRUE,4725,9
"631",6,37,FALSE,3150,2
"831",8,29,FALSE,840,2
"931",9,40,FALSE,1528,2
"1135",11,47,TRUE,810,3
"1232",12,39,FALSE,2600,0
"1331",13,28,TRUE,480,3
"1431",14,42,TRUE,936,3
"1531",15,50,TRUE,9000,9
"1631",16,43,FALSE,1162,4
"1831",18,40,FALSE,1008,4
"1931",19,64,FALSE,1824,4
"2131",21,45,TRUE,1494,5
"2331",23,52,TRUE,1782,5
"2431",24,81,TRUE,2420,5
"2531",25,45,TRUE,8400,9
"2631",26,50,FALSE,2156,6
"2731",27,33,FALSE,1320,6
"2832",28,43,FALSE,2820,0
"2931",29,34,FALSE,1536,6
"3134",31,43,FALSE,2418,7
"3232",32,56,FALSE,2080,7
"3431",34,32,FALSE,1820,7
"3531",35,11,TRUE,6000,9
"3731",37,31,FALSE,5250,8
"3930",39,52,FALSE,9000,8
"1107",1,13,TRUE,584,1
"370",3,2,FALSE,320,1
"532",5,17,TRUE,1850,9
"632",6,6,TRUE,2750,2
"832",8,11,TRUE,4676,2
"932",9,7,TRUE,2708,2
"1136",11,11,TRUE,80,3
"1233",12,15,TRUE,914,0
"1332",13,4,TRUE,0,3
"1432",14,7,TRUE,12,3
"1532",15,5,TRUE,200,9
"1632",16,13,FALSE,224,4
"1832",18,8,TRUE,56,4
"1932",19,13,FALSE,112,4
"2132",21,10,FALSE,72,5
"2332",23,9,TRUE,72,5
"2432",24,10,TRUE,20,5
"2532",25,7,TRUE,800,9
"2632",26,12,FALSE,396,6
"2732",27,9,FALSE,308,6
"2833",28,9,TRUE,370,0
"2932",29,6,FALSE,192,6
"3135",31,16,TRUE,780,7
"3233",32,5,TRUE,2938,7
"3432",34,11,TRUE,1320,7
"3532",35,1,TRUE,1150,9
"3732",37,5,TRUE,1085,8
"3931",39,5,TRUE,950,8
"1108",1,7,FALSE,382,1
"380",3,4,FALSE,450,1
"533",5,10,FALSE,100,9
"633",6,2,FALSE,0,2
"833",8,5,TRUE,6,2
"933",9,3,FALSE,8,2
"1137",11,5,FALSE,20,3
"1234",12,7,FALSE,300,0
"1333",13,9,FALSE,60,3
"1433",14,5,TRUE,12,3
"1533",15,3,TRUE,50,9
"1633",16,7,FALSE,42,4
"1833",18,7,TRUE,14,4
"1933",19,3,FALSE,0,4
"2133",21,5,TRUE,2100,5
"2333",23,8,TRUE,2944,5
"2433",24,9,TRUE,4040,5
"2533",25,8,TRUE,50,9
"2633",26,3,FALSE,330,6
"2733",27,7,FALSE,1196,6
"2834",28,5,FALSE,300,0
"2933",29,6,FALSE,1018,6
"3136",31,5,TRUE,104,7
"3234",32,3,TRUE,26,7
"3433",34,3,FALSE,0,7
"3533",35,2,FALSE,0,9
"3733",37,3,FALSE,70,8
"3932",39,7,TRUE,250,8
"1109",1,5,TRUE,840,1
"381",3,12,TRUE,4950,1
"534",5,6,FALSE,0,9
"634",6,6,FALSE,72,2
"834",8,5,FALSE,306,2
"934",9,13,FALSE,848,2
"1138",11,8,FALSE,50,3
"1235",12,5,FALSE,122,0
"1334",13,2,FALSE,10,3
"1434",14,5,FALSE,0,3
"1534",15,4,TRUE,300,9
"1634",16,5,TRUE,2250,4
"1834",18,6,TRUE,3000,4
"1934",19,17,TRUE,5128,4
"2134",21,3,TRUE,0,5
"2334",23,8,FALSE,36,5
"2434",24,4,FALSE,140,5
"2534",25,5,TRUE,250,9
"2634",26,10,FALSE,0,6
"2734",27,10,TRUE,88,6
"2835",28,8,FALSE,660,0
"2934",29,9,TRUE,96,6
"3137",31,6,FALSE,182,7
"3235",32,5,TRUE,0,7
"3434",34,7,TRUE,56,7
"3534",35,6,TRUE,400,9
"3734",37,5,FALSE,105,8
"3933",39,12,FALSE,0,8
"1139",1,5,FALSE,1000,1
"382",3,6,FALSE,924,1
"535",5,4,FALSE,225,9
"635",6,1,TRUE,1500,2
"835",8,8,TRUE,2476,2
"935",9,2,TRUE,2866,2
"1140",11,3,TRUE,100,3
"1236",12,6,FALSE,68,0
"1335",13,3,TRUE,40,3
"1435",14,4,FALSE,0,3
"1535",15,4,FALSE,0,9
"1635",16,6,FALSE,0,4
"1835",18,2,FALSE,238,4
"1935",19,8,FALSE,80,4
"2135",21,3,TRUE,0,5
"2335",23,8,FALSE,54,5
"2435",24,2,FALSE,100,5
"2535",25,4,FALSE,50,9
"2635",26,4,TRUE,154,6
"2735",27,4,TRUE,2410,6
"2836",28,12,TRUE,140,0
"2935",29,4,TRUE,5040,6
"3138",31,6,FALSE,52,7
"3236",32,3,TRUE,52,7
"3435",34,1,FALSE,0,7
"3535",35,2,FALSE,250,9
"3735",37,5,FALSE,0,8
"3934",39,7,TRUE,50,8
"1141",1,1,FALSE,0,1
"383",3,5,FALSE,8,1
"536",5,14,TRUE,1425,9
"636",6,4,TRUE,1650,2
"836",8,6,TRUE,2200,2
"936",9,8,TRUE,3108,2
"1142",11,6,FALSE,1050,3
"1237",12,4,FALSE,140,0
"1336",13,5,FALSE,950,3
"1436",14,3,FALSE,512,3
"1536",15,6,TRUE,600,9
"1636",16,9,FALSE,298,4
"1836",18,5,FALSE,242,4
"1936",19,8,FALSE,48,4
"2136",21,7,TRUE,983,5
"2336",23,8,TRUE,216,5
"2436",24,9,TRUE,480,5
"2536",25,7,TRUE,450,9
"2636",26,6,TRUE,110,6
"2736",27,2,FALSE,0,6
"2837",28,6,FALSE,320,0
"2936",29,5,TRUE,48,6
"3139",31,3,FALSE,104,7
"3237",32,7,FALSE,0,7
"3436",34,6,TRUE,28,7
"3536",35,1,TRUE,900,9
"3736",37,4,FALSE,0,8
"3935",39,4,FALSE,0,8
"1143",1,6,FALSE,482,1
"384",3,9,TRUE,1084,1
"537",5,8,FALSE,225,9
"637",6,10,TRUE,3862,2
"837",8,6,TRUE,1100,2
"937",9,14,TRUE,4040,2
"1144",11,7,FALSE,1050,3
"1238",12,9,TRUE,164,0
"1337",13,5,FALSE,700,3
"1437",14,8,FALSE,372,3
"1537",15,6,FALSE,200,9
"1637",16,8,FALSE,70,4
"1837",18,8,FALSE,98,4
"1937",19,11,FALSE,128,4
"2137",21,6,FALSE,0,5
"2337",23,5,TRUE,72,5
"2437",24,12,TRUE,60,5
"2537",25,5,FALSE,0,9
"2637",26,10,TRUE,2360,6
"2737",27,10,TRUE,3278,6
"2838",28,7,FALSE,30,0
"2937",29,9,TRUE,2338,6
"3140",31,8,FALSE,0,7
"3238",32,10,TRUE,104,7
"3437",34,1,FALSE,84,7
"3537",35,1,FALSE,0,9
"3737",37,8,FALSE,280,8
"3936",39,11,FALSE,400,8
"1145",1,8,TRUE,514,1
"385",3,5,FALSE,940,1
"538",5,18,TRUE,2025,9
"638",6,14,TRUE,54,2
"838",8,9,TRUE,30,2
"938",9,8,TRUE,40,2
"1146",11,11,TRUE,3775,3
"1239",12,15,FALSE,918,0
"1338",13,10,TRUE,4050,3
"1438",14,14,TRUE,3752,3
"1538",15,11,TRUE,1900,9
"1638",16,17,TRUE,336,4
"1838",18,13,FALSE,224,4
"1938",19,17,TRUE,240,4
"2138",21,11,FALSE,234,5
"2338",23,16,FALSE,378,5
"2438",24,14,FALSE,320,5
"2538",25,11,TRUE,1400,9
"2638",26,15,TRUE,440,6
"2738",27,11,FALSE,396,6
"2839",28,11,FALSE,710,0
"2938",29,15,FALSE,504,6
"3141",31,10,TRUE,156,7
"3239",32,11,TRUE,182,7
"3438",34,12,TRUE,56,7
"3538",35,3,TRUE,1800,9
"3738",37,7,TRUE,455,8
"3937",39,12,TRUE,650,8
"1147",1,6,TRUE,6,1
"386",3,2,TRUE,0,1
"539",5,14,TRUE,1550,9
"639",6,7,TRUE,3300,2
"839",8,12,TRUE,3874,2
"939",9,5,TRUE,2400,2
"1148",11,9,TRUE,230,3
"1240",12,6,TRUE,320,0
"1339",13,4,TRUE,60,3
"1439",14,9,TRUE,156,3
"1539",15,10,TRUE,1125,9
"1639",16,9,TRUE,2242,4
"1839",18,9,TRUE,3300,4
"1939",19,14,TRUE,928,4
"2139",21,6,TRUE,90,5
"2339",23,6,TRUE,72,5
"2439",24,6,TRUE,120,5
"2539",25,10,TRUE,1100,9
"2639",26,9,FALSE,264,6
"2739",27,8,FALSE,242,6
"2840",28,6,TRUE,300,0
"2939",29,4,FALSE,96,6
"3142",31,5,TRUE,182,7
"3240",32,3,TRUE,26,7
"3439",34,9,FALSE,112,7
"3539",35,2,TRUE,1250,9
"3739",37,7,FALSE,0,8
"3938",39,4,FALSE,1400,8
"1149",1,5,FALSE,754,1
"387",3,2,FALSE,8,1
"540",5,9,TRUE,1000,9
"640",6,7,TRUE,2756,2
"840",8,11,TRUE,4412,2
"940",9,4,TRUE,1650,2
"1150",11,10,FALSE,60,3
"1241",12,5,TRUE,44,0
"1340",13,7,FALSE,50,3
"1440",14,5,TRUE,0,3
"1540",15,5,FALSE,600,9
"1640",16,3,FALSE,28,4
"1840",18,11,FALSE,112,4
"1940",19,3,TRUE,16,4
"2140",21,4,FALSE,36,5
"2340",23,5,TRUE,0,5
"2440",24,13,FALSE,140,5
"2540",25,9,FALSE,1000,9
"2640",26,7,FALSE,88,6
"2740",27,4,TRUE,0,6
"2841",28,9,TRUE,220,0
"2940",29,2,FALSE,0,6
"3143",31,9,FALSE,0,7
"3241",32,6,TRUE,78,7
"3440",34,2,TRUE,28,7
"3540",35,4,FALSE,0,9
"3740",37,2,TRUE,6000,8
"3939",39,6,TRUE,6050,8
"1151",1,1,FALSE,0,1
"388",3,6,FALSE,16,1
"541",5,3,FALSE,0,9
"641",6,4,FALSE,24,2
"841",8,4,FALSE,24,2
"941",9,4,FALSE,56,2
"1152",11,5,TRUE,2270,3
"1242",12,4,TRUE,132,0
"1341",13,5,TRUE,2250,3
"1441",14,3,TRUE,3600,3
"1541",15,3,FALSE,25,9
"1641",16,2,FALSE,28,4
"1841",18,11,FALSE,14,4
"1941",19,3,FALSE,144,4
"2141",21,2,FALSE,36,5
"2341",23,5,TRUE,162,5
"2441",24,4,TRUE,80,5
"2541",25,6,FALSE,200,9
"2641",26,2,TRUE,22,6
"2741",27,2,TRUE,22,6
"2842",28,4,TRUE,0,0
"2941",29,4,TRUE,48,6
"3144",31,6,TRUE,78,7
"3242",32,1,FALSE,0,7
"3441",34,1,FALSE,0,7
"3541",35,5,FALSE,200,9
"3741",37,4,FALSE,245,8
"3940",39,6,FALSE,250,8
"1153",1,5,FALSE,414,1
"389",3,1,FALSE,0,1
"542",5,2,FALSE,0,9
"642",6,4,FALSE,18,2
"842",8,4,FALSE,12,2
"942",9,2,FALSE,8,2
"1154",11,2,FALSE,10,3
"1243",12,3,FALSE,100,0
"1342",13,3,TRUE,0,3
"1442",14,3,FALSE,12,3
"1542",15,3,TRUE,0,9
"1642",16,6,TRUE,2920,4
"1842",18,4,TRUE,2100,4
"1942",19,5,TRUE,4000,4
"2142",21,1,FALSE,0,5
"2342",23,2,FALSE,0,5
"2442",24,5,FALSE,40,5
"2542",25,4,FALSE,50,9
"2642",26,2,FALSE,0,6
"2742",27,2,TRUE,0,6
"2843",28,2,FALSE,60,0
"2942",29,1,FALSE,0,6
"3145",31,4,FALSE,0,7
"3243",32,1,FALSE,0,7
"3442",34,3,TRUE,84,7
"3542",35,1,FALSE,50,9
"3742",37,6,FALSE,0,8
"3941",39,3,TRUE,100,8
"1155",1,6,TRUE,102,1
"390",3,7,TRUE,36,1
"543",5,15,TRUE,1875,9
"643",6,10,TRUE,4950,2
"843",8,14,TRUE,2756,2
"943",9,9,TRUE,6024,2
"1156",11,14,FALSE,1175,3
"1244",12,7,FALSE,424,0
"1343",13,6,FALSE,650,3
"1443",14,14,FALSE,408,3
"1543",15,4,TRUE,1700,9
"1643",16,14,FALSE,470,4
"1843",18,20,FALSE,448,4
"1943",19,12,FALSE,736,4
"2143",21,2,TRUE,162,5
"2343",23,16,TRUE,216,5
"2443",24,8,TRUE,320,5
"2543",25,11,TRUE,1400,9
"2643",26,8,TRUE,352,6
"2743",27,15,TRUE,176,6
"2844",28,10,FALSE,542,0
"2943",29,9,TRUE,168,6
"3146",31,15,TRUE,416,7
"3244",32,8,TRUE,182,7
"3443",34,2,TRUE,336,7
"3543",35,4,TRUE,1600,9
"3743",37,12,TRUE,350,8
"3942",39,17,TRUE,1200,8
"1157",1,3,FALSE,0,1
"3100",3,4,FALSE,8,1
"544",5,5,FALSE,75,9
"644",6,6,TRUE,1112,2
"844",8,2,TRUE,550,2
"944",9,6,TRUE,1232,2
"1158",11,7,TRUE,10,3
"1245",12,6,TRUE,0,0
"1344",13,4,FALSE,0,3
"1444",14,1,FALSE,0,3
"1544",15,6,FALSE,150,9
"1644",16,10,FALSE,5142,4
"1844",18,4,FALSE,1178,4
"1944",19,6,FALSE,3100,4
"2144",21,8,FALSE,108,5
"2344",23,5,FALSE,36,5
"2444",24,7,FALSE,0,5
"2544",25,4,FALSE,25,9
"2644",26,3,FALSE,0,6
"2744",27,4,FALSE,22,6
"2845",28,1,TRUE,0,0
"2944",29,10,FALSE,48,6
"3147",31,3,TRUE,78,7
"3245",32,2,TRUE,260,7
"3444",34,3,TRUE,28,7
"3544",35,3,FALSE,0,9
"3744",37,3,TRUE,4535,8
"3943",39,4,TRUE,0,8
"1159",1,5,TRUE,1000,1
"3101",3,5,TRUE,1080,1
"545",5,4,FALSE,200,9
"645",6,7,FALSE,30,2
"845",8,3,FALSE,12,2
"945",9,4,FALSE,8,2
"1160",11,11,TRUE,70,3
"1246",12,6,FALSE,260,0
"1345",13,2,FALSE,0,3
"1445",14,6,FALSE,36,3
"1545",15,3,FALSE,50,9
"1645",16,4,TRUE,764,4
"1845",18,7,TRUE,2734,4
"1945",19,13,TRUE,5980,4
"2145",21,2,FALSE,90,5
"2345",23,6,FALSE,893,5
"2445",24,5,TRUE,160,5
"2545",25,9,FALSE,650,9
"2645",26,4,TRUE,0,6
"2745",27,5,FALSE,66,6
"2846",28,4,FALSE,260,0
"2945",29,4,FALSE,24,6
"3148",31,8,FALSE,26,7
"3246",32,7,TRUE,26,7
"3445",34,4,FALSE,0,7
"3545",35,2,FALSE,100,9
"3745",37,6,TRUE,1500,8
"3944",39,5,TRUE,2100,8
"1161",1,44,FALSE,378,1
"3102",3,38,FALSE,620,1
"546",5,58,TRUE,9025,9
"646",6,39,TRUE,3336,2
"846",8,40,TRUE,1638,2
"946",9,40,TRUE,1560,2
"1162",11,54,TRUE,1110,3
"1247",12,50,FALSE,3070,0
"1346",13,42,TRUE,770,3
"1446",14,46,TRUE,1080,3
"1546",15,54,TRUE,9300,9
"1646",16,48,TRUE,1596,4
"1846",18,50,TRUE,1372,4
"1946",19,68,TRUE,1968,4
"2146",21,43,TRUE,1854,5
"2346",23,54,TRUE,1818,5
"2446",24,76,TRUE,2440,5
"2546",25,60,TRUE,9800,9
"2646",26,60,FALSE,2332,6
"2746",27,45,FALSE,1606,6
"2847",28,38,FALSE,2690,0
"2946",29,51,FALSE,2232,6
"3149",31,49,FALSE,3276,7
"3247",32,56,FALSE,2262,7
"3446",34,36,FALSE,1960,7
"3546",35,27,TRUE,6900,9
"3746",37,41,FALSE,2905,8
"3945",39,50,FALSE,4200,8
"1163",1,36,FALSE,132,1
"3103",3,21,FALSE,160,1
"547",5,28,FALSE,4025,9
"647",6,40,FALSE,10350,2
"847",8,33,FALSE,2820,2
"947",9,39,FALSE,3556,2
"1164",11,95,TRUE,26860,3
"1248",12,51,FALSE,2220,0
"1347",13,33,TRUE,14400,3
"1447",14,29,TRUE,5040,3
"1547",15,42,FALSE,7700,9
"1647",16,57,TRUE,1512,4
"1847",18,42,TRUE,1190,4
"1947",19,52,TRUE,1392,4
"2147",21,46,TRUE,1548,5
"2347",23,38,TRUE,1152,5
"2447",24,68,TRUE,1980,5
"2547",25,39,FALSE,7250,9
"2647",26,41,TRUE,1672,6
"2747",27,44,TRUE,1848,6
"2848",28,48,FALSE,2826,0
"2947",29,31,TRUE,1392,6
"3150",31,50,FALSE,2002,7
"3248",32,44,FALSE,2392,7
"3447",34,42,FALSE,1400,7
"3547",35,7,FALSE,7650,9
"3747",37,34,FALSE,2170,8
"3946",39,38,FALSE,3850,8
"1165",1,4,FALSE,280,1
"3104",3,3,FALSE,450,1
"548",5,10,TRUE,125,9
"648",6,7,TRUE,18,2
"848",8,1,FALSE,0,2
"948",9,6,FALSE,8,2
"1166",11,7,FALSE,30,3
"1249",12,6,TRUE,374,0
"1348",13,5,TRUE,10,3
"1448",14,5,FALSE,48,3
"1548",15,4,FALSE,50,9
"1648",16,4,TRUE,0,4
"1848",18,9,TRUE,56,4
"1948",19,5,FALSE,32,4
"2148",21,2,TRUE,18,5
"2348",23,6,TRUE,1890,5
"2448",24,8,TRUE,5325,5
"2548",25,8,TRUE,400,9
"2648",26,5,FALSE,110,6
"2748",27,6,TRUE,110,6
"2849",28,3,TRUE,170,0
"2948",29,2,FALSE,0,6
"3151",31,6,FALSE,234,7
"3249",32,4,FALSE,208,7
"3448",34,3,TRUE,140,7
"3548",35,2,FALSE,50,9
"3748",37,3,TRUE,0,8
"3947",39,8,FALSE,50,8
"1167",1,7,TRUE,1410,1
"3105",3,7,TRUE,2258,1
"549",5,14,FALSE,1625,9
"649",6,7,TRUE,2870,2
"849",8,9,TRUE,4400,2
"949",9,12,TRUE,5358,2
"1168",11,12,TRUE,160,3
"1250",12,8,FALSE,470,0
"1349",13,8,TRUE,140,3
"1449",14,5,TRUE,72,3
"1549",15,13,FALSE,1400,9
"1649",16,8,TRUE,84,4
"1849",18,8,TRUE,56,4
"1949",19,10,TRUE,96,4
"2149",21,4,FALSE,72,5
"2349",23,10,FALSE,162,5
"2449",24,8,FALSE,180,5
"2549",25,10,TRUE,800,9
"2649",26,7,FALSE,308,6
"2749",27,6,FALSE,264,6
"2850",28,11,FALSE,512,0
"2949",29,14,FALSE,936,6
"3152",31,9,TRUE,260,7
"3250",32,5,FALSE,546,7
"3449",34,11,FALSE,534,7
"3549",35,2,TRUE,1200,9
"3749",37,7,TRUE,3375,8
"3948",39,7,TRUE,3650,8
"1169",1,1,TRUE,0,1
"3106",3,5,TRUE,908,1
"550",5,9,FALSE,500,9
"650",6,1,FALSE,0,2
"850",8,4,FALSE,812,2
"950",9,8,FALSE,2816,2
"1170",11,10,TRUE,20,3
"1251",12,1,FALSE,0,0
"1350",13,2,FALSE,0,3
"1450",14,7,FALSE,36,3
"1550",15,9,FALSE,700,9
"1650",16,10,FALSE,168,4
"1850",18,8,FALSE,112,4
"1950",19,7,TRUE,112,4
"2150",21,4,FALSE,322,5
"2350",23,5,FALSE,466,5
"2450",24,10,FALSE,320,5
"2550",25,9,TRUE,575,9
"2650",26,7,TRUE,5247,6
"2750",27,5,TRUE,2300,6
"2851",28,5,FALSE,76,0
"2950",29,10,TRUE,6192,6
"3153",31,4,TRUE,900,7
"3251",32,12,TRUE,26,7
"3450",34,3,TRUE,56,7
"3550",35,3,TRUE,0,9
"3750",37,4,FALSE,0,8
"3949",39,7,FALSE,100,8
"1171",1,25,FALSE,628,1
"3107",3,37,FALSE,710,1
"551",5,45,FALSE,6100,9
"651",6,36,TRUE,612,2
"851",8,41,TRUE,450,2
"951",9,34,TRUE,464,2
"1172",11,46,TRUE,18620,3
"1252",12,38,TRUE,2384,0
"1351",13,38,TRUE,16250,3
"1451",14,30,TRUE,13548,3
"1551",15,39,FALSE,6800,9
"1651",16,47,TRUE,2310,4
"1851",18,44,TRUE,1078,4
"1951",19,36,TRUE,992,4
"2151",21,40,TRUE,1692,5
"2351",23,34,TRUE,954,5
"2451",24,88,TRUE,2240,5
"2551",25,33,FALSE,5400,9
"2651",26,33,FALSE,1078,6
"2751",27,35,FALSE,1144,6
"2852",28,34,TRUE,2020,0
"2951",29,43,FALSE,1752,6
"3154",31,39,FALSE,2652,7
"3252",32,35,FALSE,1664,7
"3451",34,24,FALSE,1484,7
"3551",35,25,FALSE,4450,9
"3751",37,31,TRUE,3255,8
"3950",39,43,TRUE,3200,8
"1173",1,10,FALSE,700,1
"3108",3,13,FALSE,1280,1
"552",5,9,TRUE,900,9
"652",6,7,TRUE,2756,2
"852",8,12,TRUE,4766,2
"952",9,11,TRUE,6000,2
"1174",11,16,FALSE,530,3
"1253",12,11,TRUE,690,0
"1352",13,8,FALSE,770,3
"1452",14,13,FALSE,1476,3
"1552",15,8,TRUE,675,9
"1652",16,10,TRUE,420,4
"1852",18,16,TRUE,868,4
"1952",19,16,TRUE,464,4
"2152",21,13,TRUE,378,5
"2352",23,8,TRUE,252,5
"2452",24,26,TRUE,680,5
"2552",25,14,TRUE,1550,9
"2652",26,10,FALSE,352,6
"2752",27,9,FALSE,286,6
"2853",28,9,TRUE,490,0
"2952",29,11,FALSE,384,6
"3155",31,11,TRUE,780,7
"3253",32,12,TRUE,442,7
"3452",34,7,TRUE,336,7
"3552",35,1,TRUE,550,9
"3752",37,13,FALSE,3745,8
"3951",39,10,FALSE,2350,8
"1175",1,11,FALSE,32,1
"3109",3,23,FALSE,152,1
"553",5,42,FALSE,5100,9
"653",6,28,TRUE,14850,2
"853",8,28,TRUE,9936,2
"953",9,19,TRUE,15608,2
"1176",11,25,TRUE,2740,3
"1254",12,26,FALSE,1316,0
"1353",13,30,TRUE,1110,3
"1453",14,37,TRUE,648,3
"1553",15,25,FALSE,5200,9
"1653",16,35,TRUE,3666,4
"1853",18,31,TRUE,5954,4
"1953",19,32,TRUE,6460,4
"2153",21,4,TRUE,1188,5
"2353",23,23,TRUE,882,5
"2453",24,38,TRUE,680,5
"2553",25,36,FALSE,4600,9
"2653",26,38,TRUE,1364,6
"2753",27,27,TRUE,1540,6
"2854",28,28,FALSE,1572,0
"2953",29,32,TRUE,1200,6
"3156",31,30,FALSE,1612,7
"3254",32,34,FALSE,1508,7
"3453",34,2,FALSE,1848,7
"3553",35,21,FALSE,4800,9
"3753",37,21,FALSE,1225,8
"3952",39,25,FALSE,1700,8
"1177",1,5,FALSE,1000,1
"3157",3,4,FALSE,1350,1
"554",5,4,FALSE,400,9
"654",6,8,FALSE,30,2
"854",8,8,FALSE,54,2
"954",9,2,FALSE,0,2
"1178",11,10,FALSE,60,3
"1255",12,5,FALSE,310,0
"1354",13,3,FALSE,10,3
"1454",14,7,FALSE,96,3
"1554",15,6,FALSE,250,9
"1654",16,11,TRUE,126,4
"1854",18,10,FALSE,98,4
"1954",19,6,FALSE,0,4
"2154",21,8,TRUE,2661,5
"2354",23,6,TRUE,1086,5
"2454",24,12,TRUE,4420,5
"2554",25,9,FALSE,600,9
"2654",26,7,FALSE,44,6
"2754",27,4,FALSE,0,6
"2855",28,10,TRUE,540,0
"2954",29,5,TRUE,48,6
"3158",31,8,TRUE,78,7
"3255",32,3,FALSE,0,7
"3454",34,6,TRUE,196,7
"3554",35,1,FALSE,400,9
"3754",37,4,TRUE,2400,8
"3953",39,3,TRUE,1900,8
"1179",1,1,FALSE,0,1
"3159",3,6,FALSE,24,1
"555",5,12,TRUE,1625,9
"655",6,6,FALSE,556,2
"855",8,5,FALSE,1106,2
"955",9,8,FALSE,2440,2
"1180",11,6,FALSE,0,3
"1256",12,4,TRUE,68,0
"1355",13,4,FALSE,20,3
"1455",14,4,FALSE,24,3
"1555",15,7,TRUE,800,9
"1655",16,5,TRUE,42,4
"1855",18,8,TRUE,42,4
"1955",19,12,TRUE,96,4
"2155",21,7,TRUE,2643,5
"2355",23,8,TRUE,2154,5
"2455",24,9,TRUE,1500,5
"2555",25,6,TRUE,1400,9
"2655",26,6,TRUE,44,6
"2755",27,7,TRUE,88,6
"2856",28,6,FALSE,72,0
"2955",29,7,TRUE,0,6
"3160",31,5,FALSE,0,7
"3256",32,4,TRUE,0,7
"3455",34,3,FALSE,56,7
"3555",35,7,TRUE,1400,9
"3755",37,8,TRUE,140,8
"3954",39,8,FALSE,0,8
"1181",1,27,TRUE,96,1
"3161",3,21,TRUE,152,1
"556",5,29,FALSE,5450,9
"656",6,33,FALSE,744,2
"856",8,24,FALSE,252,2
"956",9,29,FALSE,400,2
"1182",11,88,TRUE,25200,3
"1257",12,30,TRUE,1700,0
"1356",13,33,TRUE,12800,3
"1456",14,30,TRUE,5220,3
"1556",15,26,FALSE,4800,9
"1656",16,39,FALSE,1134,4
"1856",18,32,FALSE,798,4
"1956",19,60,FALSE,1568,4
"2156",21,46,FALSE,1368,5
"2356",23,37,FALSE,1170,5
"2456",24,43,FALSE,1320,5
"2556",25,34,FALSE,6400,9
"2656",26,29,TRUE,1188,6
"2756",27,38,TRUE,1386,6
"2857",28,35,TRUE,2070,0
"2956",29,36,TRUE,1464,6
"3162",31,43,FALSE,1846,7
"3257",32,35,FALSE,2080,7
"3456",34,41,FALSE,1232,7
"3556",35,4,FALSE,7850,9
"3756",37,29,TRUE,1750,8
"3955",39,37,TRUE,1950,8
"1183",1,3,FALSE,0,1
"3163",3,4,FALSE,64,1
"557",5,6,FALSE,625,9
"657",6,3,TRUE,0,2
"857",8,2,FALSE,0,2
"957",9,6,FALSE,32,2
"1184",11,5,TRUE,3000,3
"1258",12,5,TRUE,88,0
"1357",13,4,TRUE,2250,3
"1457",14,3,TRUE,912,3
"1557",15,6,FALSE,750,9
"1657",16,6,TRUE,28,4
"1857",18,5,TRUE,98,4
"1957",19,3,FALSE,16,4
"2157",21,4,TRUE,36,5
"2357",23,4,TRUE,18,5
"2457",24,6,FALSE,60,5
"2557",25,6,FALSE,725,9
"2657",26,1,FALSE,0,6
"2757",27,2,TRUE,22,6
"2858",28,4,FALSE,0,0
"2957",29,7,TRUE,96,6
"3164",31,4,TRUE,26,7
"3258",32,4,FALSE,0,7
"3457",34,4,FALSE,28,7
"3557",35,2,FALSE,600,9
"3757",37,4,TRUE,0,8
"3956",39,6,TRUE,0,8
"1185",1,4,FALSE,590,1
"3165",3,8,FALSE,2310,1
"558",5,8,TRUE,0,9
"658",6,5,TRUE,366,2
"858",8,5,FALSE,96,2
"958",9,4,FALSE,208,2
